terminalName,Street Address,location,Bikes Available,Docks Empty,Total Station Capacity,Time Imported
31119,14th & Belmont St NW,"(38.921074, -77.031887)",7,8,15,12:23:20
31634,3rd & Tingey St SE,"(38.87501, -77.0024)",2,16,18,12:23:20
31120,10th & Florida Ave NW,"(38.920387, -77.025672)",11,6,17,12:23:20
31635,Potomac Ave & 8th St SE,"(38.876737, -76.994468)",8,7,15,12:23:20
32015,Crabbs Branch Way & Redland Rd,"(39.120045, -77.156985)",7,8,15,12:23:20
32016,Fallsgrove Dr & W Montgomery Ave,"(39.099376, -77.188014)",7,8,15,12:23:20
32017,Monroe St & Monroe Pl,"(39.083673, -77.149162)",12,3,15,12:23:20
32018,Needwood Rd & Eagles Head Ct,"(39.123513, -77.15741)",7,8,15,12:23:20
32019,East West Hwy & Blair Mill Rd,"(38.990249, -77.02935)",5,10,15,12:23:20
32020,Crabbs Branch Way & Calhoun Pl,"(39.107709, -77.152072)",8,7,15,12:23:20
32021,47th & Elm St,"(38.982456, -77.091991)",3,12,15,12:23:20
32022,Dennis & Amherst Ave,"(39.02538719623632, -77.04456299543381)",6,8,14,12:23:20
32023,Montgomery College/W Campus Dr & Mannakee St,"(39.095661, -77.159048)",14,7,21,12:23:20
32024,Fenton St & Gist Ave,"(38.989724, -77.023854)",10,1,11,12:23:20
32025,Carroll & Westmoreland Ave,"(38.975, -77.01121)",7,8,15,12:23:20
32026,Carroll & Ethan Allen Ave,"(38.977933, -77.006472)",5,10,15,12:23:20
32027,Battery Ln & Trolley Trail,"(38.992375, -77.100104)",8,7,15,12:23:20
32028,Norfolk & Rugby Ave,"(38.990639, -77.100239)",4,7,11,12:23:20
32029,Offutt Ln & Chevy Chase Dr,"(38.977093, -77.094589)",7,4,11,12:23:20
32030,Broschart & Blackwell Rd,"(39.102099, -77.200322)",6,9,15,12:23:20
32031,Taft St & E Gude Dr,"(39.094103, -77.132954)",3,12,15,12:23:20
32032,Fleet St & Ritchie Pkwy,"(39.076331, -77.141378)",9,6,15,12:23:20
32033,Piccard & W Gude Dr,"(39.102212, -77.177091)",7,12,19,12:23:20
32034,Ripley & Bonifant St,"(38.992679, -77.029457)",5,10,15,12:23:20
32035,Georgia Ave & Spring St,"(38.999388, -77.031555)",8,3,11,12:23:20
32036,Fenton St & Ellsworth Dr ,"(38.997033, -77.025608)",5,10,15,12:23:20
32037,King Farm Blvd & Pleasant Dr,"(39.114688, -77.171487)",10,8,18,12:23:20
32038,King Farm Blvd & Piccard Dr,"(39.110314, -77.182669)",6,8,14,12:23:20
31121,Calvert St & Woodley Pl NW,"(38.923583, -77.050046)",13,5,18,12:23:20
31636,New Jersey Ave & N St NW/Dunbar HS,"(38.90706, -77.015231)",13,6,19,12:23:20
31710,Nannie Helen Burroughs Ave & 49th St NE,"(38.898536, -76.931862)",8,2,10,12:23:20
31711,Deanwood Rec Center,"(38.908473, -76.933099)",11,4,15,12:23:20
31273,Hains Point/Buckeye & Ohio Dr SW,"(38.878433, -77.03023)",5,10,15,12:23:20
31070,Arlington Blvd & Fillmore St,"(38.873755, -77.089233)",5,5,10,12:23:20
31071,Long Bridge Park/Long Bridge Dr & 6th St S,"(38.86646, -77.04826)",3,8,11,12:23:20
32039,Old Georgetown Rd & Southwick St,"(38.999634, -77.109647)",11,8,19,12:23:20
32040,Friendship Blvd & Willard Ave,"(38.96115, -77.088659)",7,12,19,12:23:20
31637,North Capitol St & G Pl NE,"(38.899703, -77.008911)",10,8,18,12:23:20
31072,31st & Woodrow St S,"(38.837666, -77.09482)",6,5,11,12:23:20
31073,Washington Blvd & Walter Reed Dr ,"(38.873219, -77.082104)",11,4,15,12:23:20
31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,"(38.869418, -77.095596)",3,12,15,12:23:20
31313,Connecticut Ave & Tilden St NW,"(38.941154, -77.062036)",10,5,15,12:23:20
32041,Medical Center Dr & Key West Ave,"(39.103091, -77.196442)",7,8,15,12:23:20
32042,Shady Grove Hospital,"(39.097636, -77.196636)",8,11,19,12:23:20
32043,Veterans Pl & Pershing Dr ,"(38.997445, -77.023894)",5,6,11,12:23:20
32044,Rockville Metro East,"(39.085394, -77.145803)",8,5,13,12:23:20
31638,1st & H St NW,"(38.900358, -77.012108)",2,13,15,12:23:20
31515,Fort Totten Metro,"(38.952369, -77.002721)",9,9,18,12:23:20
31408,Takoma Metro,"(38.975219, -77.016855)",7,10,17,12:23:20
31516,Rhode Island Ave Metro,"(38.920682, -76.995876)",0,18,18,12:23:20
31075,Rolfe St & 9th St S,"(38.866471, -77.076131)",0,11,11,12:23:20
31076,Shirlington Transit Center / S Quincy & Randolph St,"(38.839912, -77.087083)",8,7,15,12:23:20
32045,Shady Grove Metro West,"(39.119765, -77.166093)",5,14,19,12:23:20
32046,River Rd & Landy Ln,"(38.964992, -77.103381)",6,13,19,12:23:20
32047,Rockville Metro West,"(39.084379, -77.146866)",5,14,19,12:23:20
32048,Bethesda Metro,"(38.984691, -77.094537)",4,8,12,12:23:20
31077,Iwo Jima Memorial/N Meade & 14th St N,"(38.88992, -77.071301)",4,12,16,12:23:20
31314,34th & Water St NW,"(38.903662690050474, -77.0676684380669)",5,13,18,12:23:20
31081,Duke St & John Carlyle St,"(38.804378, -77.060866)",6,9,15,12:23:20
31079,Lee Hwy & N Cleveland St,"(38.894941, -77.09169)",10,5,15,12:23:20
31078,Arlington Blvd & S George Mason Dr/NFATC,"(38.869442, -77.104503)",4,10,14,12:23:20
31274,10th & G St NW,"(38.89824328774852, -77.02623546123505)",10,12,22,12:23:20
31080,Lee Hwy & N Scott St,"(38.897612, -77.080851)",8,7,15,12:23:20
31275,New Hampshire Ave & 24th St NW,"(38.901755, -77.051084)",5,13,18,12:23:20
31082,Eisenhower Ave & Mill Race Ln,"(38.801111, -77.068952)",6,9,15,12:23:20
31083,Potomac Greens Dr & Slaters Ln,"(38.82175, -77.047494)",3,8,11,12:23:20
31084,Ballenger Ave & Dulaney St,"(38.802677, -77.063562)",5,14,19,12:23:20
31085,Mount Vernon Ave & E Nelson Ave,"(38.820064, -77.057619)",6,5,11,12:23:20
31086,Mount Vernon Ave & E Del Ray Ave,"(38.82595, -77.058541)",13,2,15,12:23:20
31087,Monroe Ave & Leslie Ave,"(38.820932, -77.053096)",11,4,15,12:23:20
31088,Mount Vernon Ave & Kennedy St,"(38.833077, -77.059821)",10,5,15,12:23:20
31089,Court House Metro / 15th & N Uhle St ,"(38.890612, -77.084801)",2,18,20,12:23:20
32049,Washington Adventist U / Flower Ave & Division St,"(38.986743, -77.000035)",7,8,15,12:23:20
31090,6th & S Ball St,"(38.864702, -77.048672)",9,6,15,12:23:20
31315,McKinley St & Connecticut Ave NW,"(38.96454350924588, -77.07513481378555)",13,6,19,12:23:20
31276,15th & L St NW,"(38.90366, -77.034846)",3,18,21,12:23:20
31277,17th & G St NW,"(38.89841, -77.039624)",5,26,31,12:23:20
32050,Spring St & Second Ave,"(38.997653, -77.034499)",4,11,15,12:23:20
31278,18th & R St NW,"(38.912648, -77.041834)",2,17,19,12:23:20
31091,S Joyce & 16th St S,"(38.859254, -77.063275)",3,12,15,12:23:20
31517,Union Market/6th St & Neal Pl NE,"(38.908387, -76.996869)",19,3,22,12:23:20
31092,Lee Hwy & N Monroe St,"(38.896456, -77.104562)",11,4,15,12:23:20
31093,21st St N & N Pierce St,"(38.898984, -77.078317)",4,11,15,12:23:20
31094,Lee Hwy & N Kirkwood Rd,"(38.895377, -77.09713)",9,5,14,12:23:20
31279,19th & G St NW,"(38.898412, -77.043182)",10,13,23,12:23:20
31522,2nd St & Seaton Pl NE,"(38.914751108831155, -77.00356006622314)",0,0,0,12:23:20
31902,Wilson Blvd & N Illinois St ,"(38.876528, -77.12712)",8,4,12,12:23:20
31095,Army Navy Dr & S Nash St,"(38.86215024521491, -77.06812083721161)",6,4,10,12:23:20
31293,31st & Water St NW,"(38.902814, -77.061043)",1,18,19,12:23:20
31280,11th & S St NW,"(38.913761, -77.027025)",15,7,22,12:23:20
31096,S Walter Reed Dr & 8th St S,"(38.86612, -77.08787)",7,6,13,12:23:20
31639,2nd & G St NE,"(38.89967, -77.003666)",6,17,23,12:23:20
31281,8th & O St NW,"(38.90864, -77.02277)",5,13,18,12:23:20
31411,Georgia & Missouri Ave NW,"(38.961339, -77.027855)",6,10,16,12:23:20
31712,Oklahoma Ave & D St NE,"(38.894474, -76.974828)",7,11,18,12:23:20
31640,Maryland Ave & E St NE,"(38.896134, -76.9929)",6,12,18,12:23:20
31518,New York Ave & Hecht Ave NE,"(38.915604, -76.983683)",9,13,22,12:23:20
31316,Yuma St & Tenley Circle NW,"(38.946182, -77.08059)",8,11,19,12:23:20
32051,Connecticut Ave & Chevy Chase Lake Dr,"(38.994113, -77.076986)",6,9,15,12:23:20
32052,Key West Ave & Siesta Key Way,"(39.105295, -77.194774)",6,9,15,12:23:20
31900,Lee Hwy & N Woodstock St,"(38.898301, -77.118009)",4,14,18,12:23:20
31097,Saint Asaph & Madison St,"(38.812718, -77.044097)",11,4,15,12:23:20
31098,King St Metro North / Cameron St,"(38.80704, -77.059817)",4,11,15,12:23:20
31099,Madison & N Henry St,"(38.813485, -77.049468)",4,11,15,12:23:20
32053,Medical Center Metro ,"(38.999378, -77.097882)",3,16,19,12:23:20
31901,Washington Blvd & N Frederick St,"(38.884829, -77.127671)",6,5,11,12:23:20
31317,Wisconsin Ave & Ingomar St NW,"(38.958267, -77.084636)",8,11,19,12:23:20
31122,16th & Irving St NW,"(38.928893, -77.03625)",13,6,19,12:23:20
31282,16th & R St NW,"(38.912652, -77.036278)",2,17,19,12:23:20
32054,Lyttonsville Rd & Lyttonsville Pl,"(38.999679, -77.051168)",5,10,15,12:23:20
32055,Woodmont Ave & Strathmore St,"(38.979875, -77.093522)",3,8,11,12:23:20
31283,14th & L St NW,"(38.903658, -77.031737)",11,8,19,12:23:20
31519,1st & O St NW,"(38.908643, -77.012365)",8,7,15,12:23:20
31811,South Capitol & Atlantic St SW,"(38.831516, -77.008133)",3,16,19,12:23:20
31284,18th & C St NW,"(38.893511, -77.041544)",8,11,19,12:23:20
31285,22nd & P ST NW,"(38.909394, -77.048728)",11,8,19,12:23:20
32056,East West Hwy & 16th St,"(38.995681, -77.038721)",7,12,19,12:23:20
31903,Royal & Wilkes St,"(38.799267, -77.0447)",9,6,15,12:23:20
31123,14th & Girard St NW,"(38.925284, -77.032375)",0,22,22,12:23:20
31910,Potomac Ave & Main Line Blvd,"(38.822738, -77.049265)",12,6,18,12:23:20
31286,11th & O St NW,"(38.90843, -77.02714)",5,11,16,12:23:20
31287,10th St & L'Enfant Plaza SW,"(38.88432272414662, -77.02601015567778)",6,17,23,12:23:20
31318,Connecticut Ave & Yuma St NW,"(38.947156, -77.065115)",9,10,19,12:23:20
31641,2nd St & Massachusetts Ave NE,"(38.894972, -77.003135)",9,13,22,12:23:20
31908,Radford & Osage St,"(38.828437, -77.086031)",7,16,23,12:23:20
31904,East Falls Church Metro/Sycamore St & 19th St N,"(38.884859, -77.155988)",9,10,19,12:23:20
31905,Kennebec St & 11th St N,"(38.880992, -77.135271)",5,9,14,12:23:20
31906,Commonwealth Ave & Oak St,"(38.812711, -77.061715)",12,7,19,12:23:20
31913,Commonwealth & E Monroe Ave,"(38.82005823354218, -77.06282079219818)",10,4,14,12:23:20
31288,4th St & Madison Dr NW,"(38.890493, -77.017253)",8,22,30,12:23:20
31289,Henry Bacon Dr & Lincoln Memorial Circle NW,"(38.890544, -77.049379)",6,12,18,12:23:20
31290,17th St & Independence Ave SW,"(38.888097, -77.038325)",2,15,17,12:23:20
31907,Franklin & S Washington St,"(38.798133, -77.0487)",14,5,19,12:23:20
31909,Mount Vernon Ave & Four Mile Run Park,"(38.843422, -77.064016)",11,4,15,12:23:20
31642,New Jersey Ave & L St NW,"(38.903598, -77.01397)",5,18,23,12:23:20
31912,Mount Vernon Ave & Bruce St,"(38.841291, -77.063093)",8,7,15,12:23:20
31914,Lee Center,"(38.797557, -77.053766)",11,4,15,12:23:20
31915,Powhatan St & Bashford Ln,"(38.818748, -77.047783)",10,5,15,12:23:20
31916,Potomac & Swann Ave,"(38.829545, -77.047844)",7,11,18,12:23:20
31124,14th & Irving St NW,"(38.928552, -77.032224)",10,21,31,12:23:20
31291,Vermont Ave & I St NW,"(38.901136451737045, -77.03445106744766)",10,15,25,12:23:20
31319,Wisconsin Ave & Brandywine St NW,"(38.949813, -77.080217)",12,13,25,12:23:20
31520,24th & R St NE / National Arboretum,"(38.91263, -76.971923)",6,13,19,12:23:20
31713,Division Ave & Foote St NE,"(38.897407, -76.925907)",5,10,15,12:23:20
31812,16th & Q St SE / Anacostia HS,"(38.870695, -76.982359)",6,17,23,12:23:20
32200,Spring Hill Metro,"(38.929261, -77.240654)",5,9,14,12:23:20
32201,Westpark Dr & Leesburg Pike,"(38.92403, -77.235955)",3,8,11,12:23:20
32203,Tysons One Pl & Chain Bridge Rd,"(38.919475, -77.221179)",3,8,11,12:23:20
32204,Tysons Corner Station,"(38.920939, -77.222115)",4,6,10,12:23:20
32205,Westpark & Jones Branch Dr,"(38.924437, -77.217664)",9,2,11,12:23:20
32206,Jones Branch & Westbranch Dr,"(38.931911, -77.219261)",6,5,11,12:23:20
32207,Westpark & Park Run Dr,"(38.928919, -77.225394)",5,6,11,12:23:20
32208,Tysons West Transit Center,"(38.932636, -77.231825)",4,7,11,12:23:20
32209,North Shore & Cameron Crescent Dr/Crescent Apartments,"(38.970046, -77.338686)",10,1,11,12:23:20
32210,Town Center Pkwy & Bowman Towne Dr,"(38.962524, -77.361902)",13,2,15,12:23:20
32211,Reston Regional Library,"(38.962095, -77.358815)",7,8,15,12:23:20
32212,New Dominion Pkwy & Fountain Dr,"(38.960574, -77.356324)",6,9,15,12:23:20
32213,Sunset Hills & Old Reston Ave,"(38.955079, -77.351649)",7,8,15,12:23:20
32214,Reston Town Center Transit Station,"(38.957037, -77.359718)",5,12,17,12:23:20
31643,1st & D St SE,"(38.884916, -77.005965)",1,18,19,12:23:20
32215,Reston Station,"(38.948363, -77.338119)",10,25,35,12:23:20
32216,Library St & Freedom Dr,"(38.959633, -77.358741)",7,10,17,12:23:20
32217,Sunset Hills Rd & Discovery Square,"(38.95534, -77.357611)",5,10,15,12:23:20
31292,22nd St & Constitution Ave NW,"(38.892441, -77.048947)",7,15,22,12:23:20
31714,61st St & Banks Pl NE,"(38.891805, -76.913563)",9,9,18,12:23:20
32218,Temporary Rd & Old Reston Ave,"(38.960084, -77.353414)",4,11,15,12:23:20
32219,Reston YMCA,"(38.955314, -77.368416)",4,11,15,12:23:20
32220,Sunset Hills Rd & Isaac Newton Square,"(38.951443, -77.340377)",6,5,11,12:23:20
31917,N Lynn St & Fairfax Dr,"(38.89386, -77.070862)",8,6,14,12:23:20
31414,Georgia Ave & Piney Branch Rd NW,"(38.967505, -77.027976)",4,11,15,12:23:20
32221,Greensboro & International Dr,"(38.923083, -77.227417)",4,6,10,12:23:20
31918,Madison & Fairfax St,"(38.812351, -77.040691)",9,6,15,12:23:20
32058,Sligo Ave & Carroll Ln,"(38.990874, -77.016311)",6,8,14,12:23:20
31125,15th & W St NW,"(38.919086, -77.034502)",16,3,19,12:23:20
31644,12th St & Pennsylvania Ave SE,"(38.882489, -76.990121)",10,8,18,12:23:20
31412,3rd St & Riggs Rd NE,"(38.957463, -77.002239)",11,4,15,12:23:20
31919,Carlin Springs Rd & N Thomas St,"(38.876695, -77.112982)",10,4,14,12:23:20
32222,Towers Crescent Dr & Tysons One Pl,"(38.915246, -77.220157)",9,2,11,12:23:20
31645,6th & K St NE,"(38.9028773031307, -76.99840486049652)",3,15,18,12:23:20
32057,Pooks Hill Rd & Linden Ave,"(39.014716, -77.107143)",9,6,15,12:23:20
32059,Takoma Park Rec Center,"(38.98265, -76.988311)",8,7,15,12:23:20
32061,New Hampshire & Kirklynn Ave,"(38.988101, -76.988422)",7,8,15,12:23:20
32062,Wheaton Metro/Georgia Ave & Reedie Dr,"(39.038341, -77.051023)",6,13,19,12:23:20
32063,Amherst Ave & Elkins St,"(39.044887, -77.047788)",6,9,15,12:23:20
32064,Amherst Ave & Prichard Rd,"(39.035965, -77.048395)",6,9,15,12:23:20
32065,Grandview & Blueridge Ave,"(39.043272, -77.053085)",4,10,14,12:23:20
32066,Windham Ln & Amherst Ave,"(39.032029, -77.04735)",10,5,15,12:23:20
32223,North Shore Dr & Village Rd,"(38.970412, -77.340787)",6,5,11,12:23:20
32224,Town Center Pkwy & Sunset Hills Rd,"(38.955170598044894, -77.3630940914154)",7,4,11,12:23:20
31413,3rd & Underwood St NW,"(38.968834, -77.016258)",10,9,19,12:23:20
31521,18th & Monroe St NE,"(38.93293, -76.979517)",7,12,19,12:23:20
31294,7th & E St SW,"(38.88345, -77.021741)",6,13,19,12:23:20
32067,Shady Grove Metro East,"(39.121327, -77.164969)",11,8,19,12:23:20
31295,Potomac & M St NW,"(38.905368, -77.065149)",6,13,19,12:23:20
31296,Columbia & Ontario Rd NW,"(38.924088, -77.040787)",7,16,23,12:23:20
31920,Washington-Lee High School / N Stafford St & Generals Way,"(38.888282, -77.111066)",5,10,15,12:23:20
31921,Westover Library / Washington Blvd & N McKinley Rd,"(38.886048, -77.142317)",6,8,14,12:23:20
31923,Columbia Pike & S Taylor St,"(38.858524, -77.103728)",6,8,14,12:23:20
32068,Columbus Ave & Tribeca St,"(39.126, -77.1673)",8,3,11,12:23:20
32069,Columbus Ave & Gramercy Blvd,"(39.12333, -77.16486)",8,3,11,12:23:20
32225,Reston Pkwy & Spectrum Dr,"(38.964207741006206, -77.35428035259247)",4,11,15,12:23:20
32070,Key West Ave & Great Seneca Hwy,"(39.105642, -77.20386)",5,6,11,12:23:20
31297,Virginia Ave & 25th St NW,"(38.8995, -77.054155)",3,15,18,12:23:20
31298,15th & M St NW,"(38.905424, -77.034674)",3,16,19,12:23:20
31126,11th & Girard St NW,"(38.925636, -77.027112)",4,14,18,12:23:20
31299,Connecticut Ave & R St NW,"(38.912644, -77.04564)",9,10,19,12:23:20
31924,Wilson Blvd & N Troy St,"(38.892556, -77.082089)",4,11,15,12:23:20
31320,Nebraska Ave/AU East Campus,"(38.936298, -77.087128)",1,18,19,12:23:20
31321,15th St & Constitution Ave NW,"(38.892244, -77.033234)",5,14,19,12:23:20
31127,22nd & H St NW,"(38.899104, -77.048946)",8,9,17,12:23:20
31128,23rd & M St NW,"(38.905303, -77.050264)",5,14,19,12:23:20
32071,Corporate Blvd & Omega Dr,"(39.106971, -77.192645)",13,2,15,12:23:20
32072,Key West Ave & Diamondback Dr,"(39.106152, -77.202354)",6,5,11,12:23:20
31813,Alabama Ave & Stanton Rd SE / Shops at Park Village,"(38.84627, -76.98185)",9,10,19,12:23:20
31814,Mississippi Ave & 19th St SE / THEARC,"(38.84377, -76.97557)",4,15,19,12:23:20
31815,19th & Savannah St SE,"(38.84623, -76.97703)",4,7,11,12:23:20
31816,4th St & Mississippi Ave SE,"(38.836, -77.0009)",5,14,19,12:23:20
31817,1st & S Capitol St SE / Oxon Run Trail,"(38.824481, -77.005497)",5,13,18,12:23:20
31818,Livingston Rd & 3rd St SE,"(38.82373, -77.00223)",3,11,14,12:23:20
31819,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,"(38.81909, -77.01033)",6,13,19,12:23:20
31715,37th & Ely Pl SE / Fort Dupont Ice Arena,"(38.883011, -76.949709)",5,10,15,12:23:20
31129,15th St & Pennsylvania Ave NW/Pershing Park,"(38.89635, -77.03338)",10,8,18,12:23:20
31646,Maine Ave & 9th St SW,"(38.88044, -77.025236)",4,11,15,12:23:20
31523,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,"(38.915, -77.0078)",9,8,17,12:23:20
32073,Blueridge Ave & Elkins St,"(39.04313, -77.05006)",5,10,15,12:23:20
31415,Georgia Ave & Kennedy St NW,"(38.95674, -77.02791)",6,11,17,12:23:20
31647,7th St & Massachusetts Ave NE,"(38.89222, -76.99602)",11,7,18,12:23:20
31820,Anacostia Park,"(38.87335, -76.9834)",4,15,19,12:23:20
32074,Twinbrook Metro,"(39.062041, -77.120776)",7,7,14,12:23:20
32075,White Flint Metro,"(39.04753, -77.11287)",6,19,25,12:23:20
32076,Citadel Ave & McGrath Blvd,"(39.049, -77.10933)",11,4,15,12:23:20
32077,Rockville Pike & Old Georgetown Rd,"(39.049765, -77.11368)",11,4,15,12:23:20
32078,Woodglen Dr & Executive Blvd,"(39.04317, -77.1135)",8,8,16,12:23:20
32079,Executive Blvd & E Jefferson St,"(39.04873, -77.1257)",9,6,15,12:23:20
32080,Fishers Ln & Rock Creek Mill Rd,"(39.0629, -77.113454)",6,9,15,12:23:20
32081,Congressional Ln & E Jefferson St,"(39.06219, -77.129235)",9,5,14,12:23:20
32082,Garland Ave & Walden Rd,"(39.00048, -77.00077)",9,6,15,12:23:20
32227,Greensboro & Pinnacle Dr,"(38.92245, -77.23034)",5,8,13,12:23:20
32400,1301 McCormick Dr / Wayne K. Curry Admin Bldg,"(38.908391, -76.843263)",7,8,15,12:23:20
32401,Largo Town Center Metro,"(38.899811, -76.844604)",11,6,17,12:23:20
32402,Baltimore Ave & Van Buren St / Riverdale Park Station,"(38.969581, -76.937349)",10,6,16,12:23:20
32403,Baltimore Ave & Jefferson St,"(38.95548, -76.940133)",9,6,15,12:23:20
32404,Perry & 35th St,"(38.936213, -76.960054)",6,8,14,12:23:20
32083,Grand Park & Rose Ave,"(39.0510352, -77.1176)",6,9,15,12:23:20
31648,Potomac Ave & Half St SW,"(38.870201045557025, -77.01083689928055)",11,12,23,12:23:20
31925,Crystal Dr & Potomac Ave,"(38.848304, -77.05122)",1,10,11,12:23:20
32405,Largo Rd & Campus Way / Prince Georges's Comm Col,"(38.88994, -76.825535)",8,6,14,12:23:20
31822,Stanton Square SE,"(38.855004, -76.984512)",9,9,18,12:23:20
31649,14th & Newton St NW,"(38.931991, -77.032956)",9,10,19,12:23:20
31322,48th Pl & MacArthur Blvd NW,"(38.917304, -77.09629)",5,14,19,12:23:20
31416,14th & Luzon St NW,"(38.969489, -77.033509)",8,11,19,12:23:20
31650,1st & M St SE,"(38.876893, -77.006072)",6,13,19,12:23:20
32406,Fleet St & Waterfront St,"(38.782633, -77.016059)",7,8,15,12:23:20
32407,Oxon Hill Park & Ride,"(38.798749, -77.00103)",8,6,14,12:23:20
31651,11th & Park Rd NW,"(38.93165, -77.028305)",7,11,18,12:23:20
31417,Kansas Ave & Sherman Cr NW,"(38.948057, -77.021467)",4,15,19,12:23:20
32228,Campus Commons,"(38.944707, -77.335425)",4,7,11,12:23:20
32229,Park Run & Onyx Dr,"(38.92755, -77.226644)",5,6,11,12:23:20
31653,7th & K St NW,"(38.902674, -77.021392)",4,15,19,12:23:20
